Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
1554,IMMUNOHISTOCHEMISTRY CK,IMMUNOHISTOCHEMISTRY CK,1207.25,4/17/24
1555,IMMUNOHISTOCHEMISTRY DESMIN AND FACTOR VII,IMMUNOHISTOCHEMISTRY DESMIN AND FACTOR VII,1207.25,4/17/24
1556,IMMUNOHISTOCHEMISTRY FOR LCA,IMMUNOHISTOCHEMISTRY FOR LCA,583,4/17/24
1557,IMMUNOHISTOCHEMISTRY NSE,IMMUNOHISTOCHEMISTRY NSE,583,4/17/24
1558,IMMUNOHISTOCHEMISTRY S100,IMMUNOHISTOCHEMISTRY S100,1207.25,4/17/24
1559,IMMUNOHISTOCHEMISTRY VINEMTIN,IMMUNOHISTOCHEMISTRY VINEMTIN,1207.25,4/17/24
1560,IMMUNOPHENOTYPING,IMMUNOPHENOTYPING,2024,4/17/24
1561,IMMUNOPHENOTYPING CD 138,IMMUNOPHENOTYPING CD 138,508.75,4/17/24
1562,IMMUNOPHENOTYPING CD 38,IMMUNOPHENOTYPING CD 38,734.25,4/17/24
1563,Immunophenotyping for Acute panel,Immunophenotyping for Acute panel,1760,4/17/24
1564,Immunophenotyping for myloma panel,Immunophenotyping for myloma panel,1581.25,4/17/24
1565,Immunophenotyping for myloma panel ,Immunophenotyping for myloma panel ,1441,4/17/24
1566,IMMUNOSTAINING LCA,IMMUNOSTAINING LCA,1160.5,4/17/24
1567,IMMUNOSTAINING PANCK,IMMUNOSTAINING PANCK,1160.5,4/17/24
1568,IMPORTED FIRE ANT INSECTS ALLERGEN,IMPORTED FIRE ANT INSECTS ALLERGEN,682,4/17/24
1569,KARYOTYPING OF AMNIOTC FLUID BY FISH,KARYOTYPING OF AMNIOTC FLUID BY FISH,6110.5,4/17/24
1570,KI 67,KI 67,2065.25,4/17/24
1571,KOH FOR FUNGUS EXAM,KOH FOR FUNGUS EXAM,220,4/17/24
1572,LACTATE / PYRUVATE RATIO,LACTATE / PYRUVATE RATIO,1581.25,4/17/24
1573,LACTATE IN CSF,LACTATE IN CSF,508.75,4/17/24
1574,LACTOFERRIN IN STOOL,LACTOFERRIN IN STOOL,1328.25,4/17/24
1575,Lactose intolerance ,Lactose intolerance ,429,4/17/24
1576,LEISHMANA Ab,LEISHMANA Ab,508.75,4/17/24
1577,LEMON-FRUITS ALLERGEN,LEMON-FRUITS ALLERGEN,682,4/17/24
1578,Leptin test,Leptin test,583,4/17/24
1579,leptospira,leptospira,2040.5,4/17/24
1580,LETTUCE VEGETABLE ALLERGEN,LETTUCE VEGETABLE ALLERGEN,682,4/17/24
1581,LYMPHOCYTE PHENOTYPING (PERIPHRAL BLOOD),LYMPHOCYTE PHENOTYPING (PERIPHRAL BLOOD),1388.75,4/17/24
1582,MALARIAL AG,MALARIAL AG,228.25,4/17/24
1583,MANGO-FRUITS ALLERGEN,MANGO-FRUITS ALLERGEN,682,4/17/24
1584,MANNAN AG FOR CANDIDA,MANNAN AG FOR CANDIDA,717.75,4/17/24
1585,MICROSCOPIC EXAM,MICROSCOPIC EXAM,261.25,4/17/24
1586,MILK FOODS ALLERGEN,MILK FOODS ALLERGEN,682,4/17/24
1587,MLL rearrangement by FISH ,MLL rearrangement by FISH ,2857.25,4/17/24
1588,MONOCLONAL BANDS IN CSF,MONOCLONAL BANDS IN CSF,1870,4/17/24
1589,MOSQUITO INSECTS ALLERGEN,MOSQUITO INSECTS ALLERGEN,682,4/17/24
1590,MOTH INSECTS ALLERGEN,MOTH INSECTS ALLERGEN,682,4/17/24
1591,MOUSE ANIMAL ALLERGEN,MOUSE ANIMAL ALLERGEN,682,4/17/24
1592,MRSA FROM AXILLARY SWAB,MRSA FROM AXILLARY SWAB,354.75,4/17/24
1593,MRSA FROM GROIN SWAB,MRSA FROM GROIN SWAB,354.75,4/17/24
1594,MRSA FROM NASAL SWAB,MRSA FROM NASAL SWAB,354.75,4/17/24
1595,MUM 1 (MULTIPLE MYELOMA ONCOGENE 1),MUM 1 (MULTIPLE MYELOMA ONCOGENE 1),1441,4/17/24
1596,MUMPS IGG,MUMPS IGG,448.25,4/17/24
1597,MUMPS IGM,MUMPS IGM,448.25,4/17/24
1598,MUSCLE SPECIFIC KINASE (MUSK) ANTIBODY,MUSCLE SPECIFIC KINASE (MUSK) ANTIBODY,4031.5,4/17/24
1599,MUSTARD FOODS ALLERGEN,MUSTARD FOODS ALLERGEN,682,4/17/24
1600,MYCOPLASMA CULTURE,MYCOPLASMA CULTURE,682,4/17/24
1601,MYELIN BASIC PROTEIN,MYELIN BASIC PROTEIN,2609.75,4/17/24
1602,NASH TEST,NASH TEST,3236.75,4/17/24
1603,OCTOPUS - SEA FOODS ALLERGEN,OCTOPUS - SEA FOODS ALLERGEN,682,4/17/24
1604,OGGT (FOR GESTATIONAL DIABETES AFTER 100 GM. GLUCOSE),OGGT (FOR GESTATIONAL DIABETES AFTER 100 GM. GLUCOSE),401.5,4/17/24
1605,OGGT (FOR GESTATIONAL DIABETES AFTER 75 GM. GLUCOSE),OGGT (FOR GESTATIONAL DIABETES AFTER 75 GM. GLUCOSE),401.5,4/17/24
1606,ONION VEGETABLE ALLERGEN,ONION VEGETABLE ALLERGEN,682,4/17/24
1607,ORANGE - FRUITS ALLERGEN,ORANGE - FRUITS ALLERGEN,682,4/17/24
1608,OSULLIVAN TEST IN PREGNANCY,OSULLIVAN TEST IN PREGNANCY,401.5,4/17/24
1609,P - ANCA (PERINUCLEAR ANTI -NEUTROPHIL CYTOPLASMIC ANTIBODIES),P - ANCA (PERINUCLEAR ANTI -NEUTROPHIL CYTOPLASMIC ANTIBODIES),618.75,4/17/24
1610,PAN CK (PANCYTOKERATIN),PAN CK (PANCYTOKERATIN),869,4/17/24
1611,PANCREATIC ELASTASE,PANCREATIC ELASTASE,682,4/17/24
1612,PANEL FOR COLLAGENIC DISEASE,PANEL FOR COLLAGENIC DISEASE,2150.5,4/17/24
1613,PARROT FEATHERS ANIMAL ALLERGEN 9,PARROT FEATHERS ANIMAL ALLERGEN 9,682,4/17/24
1614,PCR FOR BORRELIA,PCR FOR BORRELIA,5786,4/17/24
1615,PCR FOR CMV (QUALITATIVE),PCR FOR CMV (QUALITATIVE),2065.25,4/17/24
1616,PCR FOR HERPES SIMPLEX IN CSF,PCR FOR HERPES SIMPLEX IN CSF,6110.5,4/17/24
1617,PCR FOR HIV,PCR FOR HIV,3278,4/17/24
1618,pcr for hla d q,pcr for hla d q,1941.5,4/17/24
1619,PCR FOR HSV,PCR FOR HSV,1135.75,4/17/24
1620,PCR for Lactase and Aldolase B gene mutation ,PCR for Lactase and Aldolase B gene mutation ,2906.75,4/17/24
1621,PCR FOR MENINGITIS (VIRUS & BACTERIAL PANEL),PCR FOR MENINGITIS (VIRUS & BACTERIAL PANEL),2821.5,4/17/24
1622,PCR FOR MTHFR MUTATION,PCR FOR MTHFR MUTATION,2004.75,4/17/24
1623,PCR for TB by GeneXpert including Rifampicin sensitivity test,PCR for TB by GeneXpert including Rifampicin sensitivity test,1685.75,4/17/24
1624,PCR FOR THALASSEMIA,PCR FOR THALASSEMIA,1685.75,4/17/24
1625,PEACH - FRUITS ALLERGEN,PEACH - FRUITS ALLERGEN,682,4/17/24
1626,PEANUT - FOODS ALLERGEN,PEANUT - FOODS ALLERGEN,682,4/17/24
1627,PENICILLIUM NOTATUM MOLD ALLERGEN,PENICILLIUM NOTATUM MOLD ALLERGEN,682,4/17/24
1628,PHENCYCLIDINE IN URINE,PHENCYCLIDINE IN URINE,302.5,4/17/24
1629,PHENYL ALANINE,PHENYL ALANINE,1727,4/17/24
1630,PIGEON DROPPING ANIMAL ALLERGEN,PIGEON DROPPING ANIMAL ALLERGEN,682,4/17/24
1631,PINEAPPLE - FRUITS ALLERGEN,PINEAPPLE - FRUITS ALLERGEN,682,4/17/24
1632,PIVKA (PROTEIN INDUCED BY VITAMIN K ABSENCE),PIVKA (PROTEIN INDUCED BY VITAMIN K ABSENCE),1839.75,4/17/24
1633,PLATELET RICH PLASMA (PRP),PLATELET RICH PLASMA (PRP),261.25,4/17/24
1634,PLATELETES AGGREGATION PROFILE,PLATELETES AGGREGATION PROFILE,1608.75,4/17/24
1635,PLATELETS FUNCTION TESTS,PLATELETS FUNCTION TESTS,1487.75,4/17/24
1636,PLEURAL FLUID ANALYSIS,PLEURAL FLUID ANALYSIS,508.75,4/17/24
1637,POTATO VEGETABLE ALLERGEN,POTATO VEGETABLE ALLERGEN,682,4/17/24
1638,PRE – ALBUMIN,PRE – ALBUMIN,962.5,4/17/24
1639,Pregnancy test in serum,Pregnancy test in serum,338.25,4/17/24
1640,Pregnancy test in urine,Pregnancy test in urine,189.75,4/17/24
1641,PRO BNP,PRO BNP,2081.75,4/17/24
1642,PROSTSTIC DISCHARGE C&S,PROSTSTIC DISCHARGE C&S,354.75,4/17/24
1643,PROTEIN / CREATININE RATIO,PROTEIN / CREATININE RATIO,354.75,4/17/24
1644,Protophyrin in urine,Protophyrin in urine,1839.75,4/17/24
1645,Protoporphyrin in urine,Protoporphyrin in urine,2024,4/17/24
1646,PTERONYSSINUS DUST ALLERGEN,PTERONYSSINUS DUST ALLERGEN,682,4/17/24
1647,PTH RELATED PEPTIDE,PTH RELATED PEPTIDE,2557.5,4/17/24
1648,PUS/WOUND SWAB (C/S) (CULTURE/SENSITIVITY),PUS/WOUND SWAB (C/S) (CULTURE/SENSITIVITY),354.75,4/17/24
1649,QUALITATIVE PCR FOR HIV,QUALITATIVE PCR FOR HIV,1317.25,4/17/24
1650,QUALITATIVE PCR FOR TB,QUALITATIVE PCR FOR TB,1441,4/17/24
1651,RABBIT EPITHELIUM ANIMAL ALLERGEN,RABBIT EPITHELIUM ANIMAL ALLERGEN,682,4/17/24
1652,"RAPAMYCIN (SIROLIMUS, RAPAMUNE)","RAPAMYCIN (SIROLIMUS, RAPAMUNE)",1966.25,4/17/24
1653,RAT ANIMAL ALLERGEN,RAT ANIMAL ALLERGEN,682,4/17/24
1654,RBCS COUNT,RBCS COUNT,110,4/17/24
1655,RICE-FOODS ALLERGEN,RICE-FOODS ALLERGEN,682,4/17/24
1656,ROTA VIRUS AG IN STOOL,ROTA VIRUS AG IN STOOL,420.75,4/17/24
1657,SALIVA FREE CORTISOL,SALIVA FREE CORTISOL,228.25,4/17/24
1658,SALMON - SEA FOODS ALLERGEN,SALMON - SEA FOODS ALLERGEN,682,4/17/24
1659,SARDINE - SEA FOODS ALLERGEN,SARDINE - SEA FOODS ALLERGEN,682,4/17/24
1660,SCREENING FOR GESTATIONAL DIABETES,SCREENING FOR GESTATIONAL DIABETES,101.75,4/17/24
1661,SEMINAL FLUID C&S,SEMINAL FLUID C&S,275,4/17/24
1662,SERUM CADMIUM,SERUM CADMIUM,583,4/17/24
1663,SERUM IG D,SERUM IG D,1080.75,4/17/24
1664,SERUM IG G,SERUM IG G,508.75,4/17/24
1665,SERUM IG M,SERUM IG M,453.75,4/17/24
1666,SERUM MERCURY,SERUM MERCURY,1669.25,4/17/24
1667,SERUM SELENIUM,SERUM SELENIUM,2059.75,4/17/24
1668,Serum Specific IGG for food,Serum Specific IGG for food,1463,4/17/24
1669,SERUM TRYPTASE,SERUM TRYPTASE,2821.5,4/17/24
1670,SESAME SEED - FOODS ALLERGEN,SESAME SEED - FOODS ALLERGEN,682,4/17/24
1671,SHEEP EPITHELIUM ANIMAL ALLERGEN,SHEEP EPITHELIUM ANIMAL ALLERGEN,682,4/17/24
1672,SHIGELLA AB,SHIGELLA AB,228.25,4/17/24
1673,SHISTOSOMAL AG IN URINE,SHISTOSOMAL AG IN URINE,156.75,4/17/24
1674,SHRIMP - SEA FOODS ALLERGEN,SHRIMP - SEA FOODS ALLERGEN,682,4/17/24
1675,SICKLING TEST,SICKLING TEST,261.25,4/17/24
1676,SILK OCCUPATIONAL ALLERGEN,SILK OCCUPATIONAL ALLERGEN,682,4/17/24
1677,SKIN SENSITIVITY,SKIN SENSITIVITY,338.25,4/17/24
1678,SLA AB (SOLUBLE LIVER AG AUTOAB),SLA AB (SOLUBLE LIVER AG AUTOAB),676.5,4/17/24
1679,SMA Pathology investigation,SMA Pathology investigation,1135.75,4/17/24
1680,SOLUBLE TRANSFERRIN RECEPTOR,SOLUBLE TRANSFERRIN RECEPTOR,2431,4/17/24
1681,SPECIFIC IGE TEST FOR MILK,SPECIFIC IGE TEST FOR MILK,159.5,4/17/24
1682,SPINACH VEGETABLE ALLERGEN,SPINACH VEGETABLE ALLERGEN,682,4/17/24
1683,SPUTUM C&S (CULTURE&SENSITIVITY) FOR T.B,SPUTUM C&S (CULTURE&SENSITIVITY) FOR T.B,869,4/17/24
1684,STAMEY`S TEST,STAMEY`S TEST,734.25,4/17/24
1685,STOOL OSMOLAL GAP,STOOL OSMOLAL GAP,508.75,4/17/24
1686,STRAWBERRY - FRUITS ALLERGEN,STRAWBERRY - FRUITS ALLERGEN,682,4/17/24
1687,SUGAR IN URINE,SUGAR IN URINE,99,4/17/24
1688,SUNFLOWER SEED - OCCUPATIONAL ALLERGEN,SUNFLOWER SEED - OCCUPATIONAL ALLERGEN,682,4/17/24
1689,SYNOVIAL FLUID ANALYSIS,SYNOVIAL FLUID ANALYSIS,401.5,4/17/24
1690,SYNOVIAL FLUID C&S,SYNOVIAL FLUID C&S,354.75,4/17/24
1691,TB AB IN SERUM,TB AB IN SERUM,393.25,4/17/24
1692,TB GENE EXPERT,TB GENE EXPERT,2334.75,4/17/24
1693,TEA FOODS ALLERGEN,TEA FOODS ALLERGEN,682,4/17/24
1694,THEOPHYLLINE LEVEL,THEOPHYLLINE LEVEL,1031.25,4/17/24
1695,TISSUE CROSS MATCHING,TISSUE CROSS MATCHING,1322.75,4/17/24
1696,TISSUE TRANSGLUTAMINASE IGA,TISSUE TRANSGLUTAMINASE IGA,401.5,4/17/24
1697,TISSUE TRANSGLUTAMINASE IGG,TISSUE TRANSGLUTAMINASE IGG,401.5,4/17/24
1698,TOMATO VEGETABLE ALLERGEN,TOMATO VEGETABLE ALLERGEN,682,4/17/24
1699,TOTAL LIPIDS,TOTAL LIPIDS,233.75,4/17/24
1700,TOTAL PROTEIN,TOTAL PROTEIN,220,4/17/24
1701,TOXOPLASMOSIS AVIDITY TEST,TOXOPLASMOSIS AVIDITY TEST,508.75,4/17/24
1702,TRAMADOL IN SERUM,TRAMADOL IN SERUM,4251.5,4/17/24
1703,Tricyclic anti-depressant in urine,Tricyclic anti-depressant in urine,203.5,4/17/24
1704,TRILEPTAL (OXCARBATEPINE) DRUG LEVEL,TRILEPTAL (OXCARBATEPINE) DRUG LEVEL,3000.25,4/17/24
1705,TSH RECEPTOR ANTIBODIES (TRAB),TSH RECEPTOR ANTIBODIES (TRAB),1581.25,4/17/24
1706,TTF1,TTF1,682,4/17/24
1707,TUNA - SEA FOODS ALLERGEN,TUNA - SEA FOODS ALLERGEN,682,4/17/24
1708,TURKEY FEATHERS ANIMAL ALLERGEN,TURKEY FEATHERS ANIMAL ALLERGEN,682,4/17/24
1709,UREA CLEARANCE,UREA CLEARANCE,354.75,4/17/24
1710,UREAPLASMA CULTURE,UREAPLASMA CULTURE,393.25,4/17/24
1711,URETHERAL SWAB C&S,URETHERAL SWAB C&S,354.75,4/17/24
1712,URETHRAL DICHARGE EX BY GRAM STAIN,URETHRAL DICHARGE EX BY GRAM STAIN,228.25,4/17/24
1713,URETHRAL DISCHARGE FOR GONOCOCCI,URETHRAL DISCHARGE FOR GONOCOCCI,159.5,4/17/24
1714,URINARY UREA NITROGEN (UUN),URINARY UREA NITROGEN (UUN),220,4/17/24
1715,URINE HOMOCYCTEINE,URINE HOMOCYCTEINE,2552,4/17/24
1716,VANCOMYCIN,VANCOMYCIN,1210,4/17/24
1717,VEGETABLE ALLERGEN,VEGETABLE ALLERGEN,852.5,4/17/24
1718,VIROLOGY MARKERS FOR LNG STAFF,VIROLOGY MARKERS FOR LNG STAFF,115.5,4/17/24
1719,WBCS TOTAL COUNT,WBCS TOTAL COUNT,110,4/17/24
1720,WHEAT- FOODS ALLERGEN,WHEAT- FOODS ALLERGEN,682,4/17/24
1721,WOOL OCCUPATIONAL ALLERGEN,WOOL OCCUPATIONAL ALLERGEN,682,4/17/24
1722,Z.N STAIN,Z.N STAIN,203.5,4/17/24
1723,SERUM METANEPHERINE,SERUM METANEPHERINE,987.25,4/17/24
1724,STOOL PH,STOOL PH,55,4/17/24
1725,STOOL TEST FOR CRYPTOSPONIDIUM,STOOL TEST FOR CRYPTOSPONIDIUM,189.75,4/17/24
1726,FAT GLOBULE IN STOOL,FAT GLOBULE IN STOOL,38.5,4/17/24
1727,Oxalate/Creatinine Ratio,Oxalate/Creatinine Ratio,643.5,4/17/24
1728,COXSACKIE VIRUS IGG,COXSACKIE VIRUS IGG,437.25,4/17/24
1729,COXSACKIE VIRUS IGM,COXSACKIE VIRUS IGM,437.25,4/17/24
1730,BONE MARROW ASPIRATE AND EXAMINATION,BONE MARROW ASPIRATE AND EXAMINATION,1199,4/17/24
1731,clostridium,clostridium,203.5,4/17/24
1732,B2 TRANSFERRIN,B2 TRANSFERRIN,530.75,4/17/24
1733,CHROMIUM (SERUM),CHROMIUM (SERUM),2202.75,4/17/24
1734,COBALT (SERUM),COBALT (SERUM),4567.75,4/17/24
1735,LEPTOSPIRA IGM,LEPTOSPIRA IGM,302.5,4/17/24
1736,LEPTOSPIRA IGG,LEPTOSPIRA IGG,302.5,4/17/24
1737,SERUM CHROMOGRANIN,SERUM CHROMOGRANIN,618.75,4/17/24
1738,ANTI - SSA (RO) AB,ANTI - SSA (RO) AB,618.75,4/17/24
1739,ANTI - SSB ( LA ) AB,ANTI - SSB ( LA ) AB,618.75,4/17/24
1740,ANTI GASTRIC PARIETAL AB,ANTI GASTRIC PARIETAL AB,618.75,4/17/24
1741,interleukin 6,interleukin 6,3041.5,4/17/24
1742,BANANA-FRUITS ALLERGEN,BANANA-FRUITS ALLERGEN,618.75,4/17/24
1743,BARLEY-FOODS ALLERGEN,BARLEY-FOODS ALLERGEN,618.75,4/17/24
1744,CASEIN-FOODS ALLERGEN,CASEIN-FOODS ALLERGEN,618.75,4/17/24
1745,EGG- FOODS ALLERGEN,EGG- FOODS ALLERGEN,618.75,4/17/24
1746,BM EXAMINATION,BM EXAMINATION,660,4/17/24
1747,FOLATE IN RBCS,FOLATE IN RBCS,717.75,4/17/24
1748,RAPID COVID TEST ,RAPID COVID TEST ,1463,4/17/24
1749,SWAP PCR (COVID19),SWAP PCR (COVID19),2923.25,4/17/24
1750,Biofire multiplex PCR- pneumonia panel,Biofire multiplex PCR- pneumonia panel,6512,4/17/24
1751,PRP PROCESSING,PRP PROCESSING,649,4/17/24
1752,3D ABDOMINAL U/S,موجات صوتية ثلاثية الأبعاد للبطن,1193.5,4/17/24
1753,3D FOR ANY CT,3D لأي أشعة مقطعية,585.75,4/17/24
1754,3D OBESTETRIC U/S,موجات صوتية ثلاثية الأبعاد للحمل كامل,1174.25,4/17/24
1755,3D U/S OF SMALL PARTS,موجات صوتية ثلاثية الأبعاد لجزء صغير,1342,4/17/24
1756,ABDOMEN { SUPINE&ERECT},البطن نائم و واقف,712.25,4/17/24
1757,ABDOMEN {ERECT},البطن واقفا,519.75,4/17/24
1758,ABDOMEN AP &LAT,أشعة على البطن (أمامي - خلفي - جانبي),726,4/17/24
1759,ABDOMEN DECUBITUS,أشعة على البطن وضع واحد,456.5,4/17/24
1760,ABDOMEN KUB /GB,أشعة المسالك البولية,508.75,4/17/24
1761,ABDOMEN&PELVIS {SUPINE},البطن و الحوض نائما,585.75,4/17/24
1762,ACROMIOCLAVICULAR JOINT BOTH SIDES WITH WEIGHT,المفصل الأخرموي الترقوي جانيين بالأوزان,679.25,4/17/24
1763,ACROMIOCLAVICULAR JOINT ONE SIDE WITH WEIGHT,المفصل الأخرموي الترقوي جهة واحدة بالأوزان,544.5,4/17/24
1764,ACROMIOCLAVICULAR JOINTS,أشعة على عظمة الترقوة (أمامي - خلفي),374,4/17/24
1765,ADDED FEES FOR ANY PORTABLE IMAGING,رسم إضافي لاى إجراء أشعة محمولة,478.5,4/17/24
1766,ANKLE JOINT BOTH SIDES (AP& LAT& MORTICE),أشعة على الكاحلين الأيمن والأيسر,613.25,4/17/24
1767,ANKLE JOINT ONE SIDE (( AP& LAT& MORTICE,أشعة على الكاحل 3 أوضاع,605,4/17/24
1768,ANKLE JOINT ONE SIDE (( AP& LAT& OBLIQ ),الكاحل اخ ج مائل,624.25,4/17/24
1769,ANKLE JOINT ONE SIDE (AP& LAT),أشعة على عظام الكاحل (أمامي - خلفي - جانبي),478.5,4/17/24
1770,ANKLE JOINTS BOTH SIDES (AP & LAT),الكاحل الأيمن والأيسر وضعي الناحيتين,726,4/17/24
1771,ARM ONE SIDE (AP&LAT),أشعة على عظام العضد (أمامي - خلفي - مائل),726,4/17/24
1772,ARMS BOTH SIDES (AP& LAT),العضد الأيمن والأيسر (أمامي - خلفي - جانبي),778.25,4/17/24
1773,ASCENDING CYSTOURETHROGRAM,أشعة بالصبغة الصاعدة على الكلى عن طريق القسطرة,1410.75,4/17/24
1774,ASCENDING PYELOGRAPHY + DR FEE,أشعة بالصبغة الصاعدة على المسالك البولية + أتعاب الطبيب,2326.5,4/17/24
1775,BARIUM ENEMA,أشعة على القولون بالباريوم,937.75,4/17/24
1776,BARIUM MEAL,المعدة و الاثنى عشر بالباريوم,833.25,4/17/24
1777,BARIUM MEAL FOLLOW THROUGH,الأمعاء الدقيقة بالباريوم,863.5,4/17/24
1778,BARIUM SWALLOW,المريء بالباريوم,756.25,4/17/24
1779,BOTH FEET LATERAL FLAT FOOT,أشعة على القدمين جانبي واقف,374,4/17/24
1780,C.T ENTERO-COLONOGRAPHY,أشعة مقطعية على القولون بالمنظار التخيلي,1969,4/17/24
1781,C.T. GUIDED DRAINAGE,سحب سوائل من الجسم عن طريق الأشعة المقطعية,4312,4/17/24
1782,CD FOR CT,CD لأي أشعة مقطعية,173.25,4/17/24
1783,CERVICAL OPEN MOUTH,أشعة على الفقرات العنقية وضع واحد,602.25,4/17/24
1784,CERVICAL SPINE ( AP& LAT),أشعة على الفقرات العنقية (أمامي-خلفي-جانبي),613.25,4/17/24
1785,CERVICAL SPINES (AP& LAT& OBLIQUE),أشعة على الفقرات العنقية (أمامي-خلفي-مائلين),836,4/17/24
1786,CERVICAL SPINES (AP& LAT& SWIM),أوضاع الفقرة العنقية السابعة,880,4/17/24
1787,CERVICAL SPINES (AP&LLAT& FLEXION&EXTENION)DYNAMIC,أشعة على الفقرات العنقية أربعة أوضاع,1221,4/17/24
1788,CHEST LATERAL DECUBITUS,الصدر نائم جانبي,544.5,4/17/24
1789,CHEST LORDITIC VIEW,أشعة على الصدر الوضع المائل للخلف,726,4/17/24
1790,CHEST& HEART PA,أشعة على الصدر (خلفي-أمامي),429,4/17/24
1791,CHEST&HEART PA&LAT,أشعة على الصدر (خلفي-أمامي-جانبي) وضعين,613.25,4/17/24
1792,CHEST&HEART PA&LAT&OBLIIUQE,الصدر أمامي خلفي /جانبي /مائل,833.25,4/17/24
1793,CLAVICLE,أشعة على الترقوة,467.5,4/17/24
1794,CLAVICLE AP &CEPHALIC,أشعة على الترقوة (وضعين),726,4/17/24
1795,CT ABDOMEN & PELVIS W. CONTRAST  WITH IV CONTRAST,أشعة مقطعية على البطن والحوض بالصبغة,2527.25,4/17/24
1796,CT ABDOMEN + GUIDED BIOPSY,مقطعية  على البطن + أخذ عينة,2172.5,4/17/24
1797,CT ABDOMEN AND PELVIS,مقطعية على البطن و الحوض,2285.25,4/17/24
1798,CT ABDOMEN WITH CONTRAST,أشعة مقطعية على البطن بالصبغة,1795.75,4/17/24
1799,CT ABDOMEN WITHOUT CONTRAST,أشعة مقطعية على البطن بدون صبغة,1405.25,4/17/24
1800,CT ABDOMINAL AORTA CT ANGIO,أشعة مقطعية على الشريان الأورطي البطني,2893,4/17/24
1801,CT ANKLE,أشعة مقطعية على الكاحل وضعين,1394.25,4/17/24
1802,CT BOTH ANKLES(RT+LT),أشعة مقطعية على مفصل الكاحل  (جانبين),2106.5,4/17/24
1803,CT BOTH FEET (RT+LT),أشعة مقطعية على القدمين  (جانبين),2208.25,4/17/24
1804,CT BOTH HIPS,مقطعية على مفصلي الحوض,1237.5,4/17/24
1805,CT BOTH KNEES (RT+LT),أشعة مقطعية على الركبتين (جانبين),2208.25,4/17/24
1806,CT BRAIN,أشعة مقطعية على المخ,1295.25,4/17/24
1807,CT BRAIN W. CONTRAST,مقطعية على المخ بالصبغة,1595,4/17/24
1808,CT BRAIN W.& WITHOUTCONTRAST &BONE WINDOW,مقطعية على المخ بالصبغة وبدون الصبغة,1622.5,4/17/24
1809,CT BRAIN WITHOUT CONTRAST + BONE WINDOW,أشعة مقطعية على عظام الجمجمة,1380.5,4/17/24
1810,CT CAROTID ARTERIES,أشعة مقطعية على شرايين الرقبة,2010.25,4/17/24
1811,CT CERVICAL SPINE C1:C7,مقطعية  على الفقرات العنقية من فقرة 1 ل 7,1394.25,4/17/24
1812,CT CERVICAL SPINE C3:C7,أشعة مقطعية على الفقرات العنقية فقرة 3 : فقرة 7,1237.5,4/17/24
1813,CT CERVICAL SPINES,أشعة مقطعية على الفقرات العنقية,1487.75,4/17/24
1814,CT CHEST,مقطعية على الصدر,1641.75,4/17/24
1815,CT CHEST SCOUT ONLY,استكشاف فقط على الصدر,726,4/17/24
1816,CT CHEST W. CONTRAST,مقطعية على الصدر  بالصبغة,2084.5,4/17/24
1817,CT DORSAL SPINE,مقطعية على الفقرات الصدرية كاملة,1520.75,4/17/24
1818,CT EAR (PETROUS BONE)  W. CONTRAST,مقطعية على  الأذن  بالصبغة,1553.75,4/17/24
1819,CT ELBOW (RT+LT),أشعة مقطعية على مفصل الكوع (جانبين),1969,4/17/24
1820,CT ELBOW JOINT,أشعة مقطعية على مفصل الكوع,1097.25,4/17/24
1821,CT FACIAL BONE,أشعة مقطعية على عظام الوجه,1405.25,4/17/24
1822,CT FACIAL BONE AXIAL,أشعة مقطعية على عظام الوجه,1394.25,4/17/24
1823,CT FEMUR WITH CONTRAST(RT+LT),أشعة مقطعية على عظمة الفخذ (جانبين),1969,4/17/24
1824,CT FOOT,أشعة مقطعية على القدم,1394.25,4/17/24
1825,CT GUIDED BIOPSY ( INCLUDING NEEDLE ),أخذ عينة بأستخدام الأشعة المطقعية (شامل الإبرة),2959,4/17/24
1826,CT GUIDED MYELOID & SOFT TISSUE BIOPSY,أخذ عينة من العظام والأنسجة عن طريق الأشعة المقطعية,3825.25,4/17/24
1827,CT GUIDED MYELOID TISSUE BIOPSY,أخذ عينة من العظام عن طريق الأشعة المقطعية,3253.25,4/17/24
1828,CT GUIDED SOFT TISSUE BIOPSY,أخذ عينة من الأنسجة عن طريق الأشعة المقطعية,2959,4/17/24
1829,CT HAND,أشعة مقطعية على اليد,1097.25,4/17/24
1830,CT KNEE JOINTS,مقطعية على مفصل الركبتين,1394.25,4/17/24
1831,CT LARYNX WITH CONTRAST,أشعة مقطعية على الحنجرة بالصبغة,2092.75,4/17/24
1832,CT LOWER LIMB ANGIOGRAPHY,أشعة مقطعية على شرايين الأطراف السفلية,2257.75,4/17/24
1833,CT LUMBO-SACRAL SPINE L1:S1 WITH CONTRAST,أشعة مقطعية على القطنية كاملة بالصبغة,1641.75,4/17/24
1834,CT LUMBO-SACRAL SPINE L3:S1,مقطعية على الفقرات القطنية  L3:S1,1353,4/17/24
1835,CT LUMBOSACRAL SPINES,أشعة مقطعية على الفقرات القطنية والعجزية بالصبغة,1353,4/17/24
1836,CT LUMBOSACRAL WITH CONTRAST,أشعة مقطعية على الفقرات القطنية والعجزية بالصبغة,1872.75,4/17/24
